"id","line_no","original_line","mutated_line","source_filepath"
"bcel_2709",1250,"if (meth != null) {","if (true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2710",1254,"if (meth == null) {","if (false) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2711",1254,"if (meth == null) {","if (true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2712",1255,"constraintViolated(o, ""ACC_SUPER special lookup procedure not successful: method '""+","constraintViolated(o, ""ACC_SUPER special lookup procedure not successful: method '""+  // removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2713",1280,"if (m == null) {","if (false) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2714",1280,"if (m == null) {","if (true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2715",1281,"constraintViolated(o, ""Referenced method '""+o.getMethodName(constantPoolGen)+""' with expected signature '""+","constraintViolated(o, ""Referenced method '""+o.getMethodName(constantPoolGen)+""' with expected signature '""+  // removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2716",1283,"} else if (! (m.isStatic())) { // implies it's not abstract, verified in pass 2.","} else if (false) { // implies it's not abstract, verified in pass 2.","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2717",1283,"} else if (! (m.isStatic())) { // implies it's not abstract, verified in pass 2.","} else if (true) { // implies it's not abstract, verified in pass 2.","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2718",1284,"constraintViolated(o, ""Referenced method '""+o.getMethodName(constantPoolGen)+""' has ACC_STATIC unset."");","constraintViolated(o, ""Referenced method '""+o.getMethodName(constantPoolGen)+""' has ACC_STATIC unset."");  // removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2719",1305,"if (m == null) {","if (false) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2720",1305,"if (m == null) {","if (true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2721",1306,"constraintViolated(o, ""Referenced method '""+o.getMethodName(constantPoolGen)+""' with expected signature '""+","constraintViolated(o, ""Referenced method '""+o.getMethodName(constantPoolGen)+""' with expected signature '""+  // removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2722",1309,"if (! (jc.isClass())) {","if (false) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2723",1309,"if (! (jc.isClass())) {","if (true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2724",1310,"constraintViolated(o, ""Referenced class '""+jc.getClassName()+""' is an interface, but not a class as expected."");","constraintViolated(o, ""Referenced class '""+jc.getClassName()+""' is an interface, but not a class as expected."");  // removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2725",888,"if (idx < 0) {","if (idx <= 0) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2726",888,"if (idx < 0) {","if (false) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2727",888,"if (idx < 0) {","if (true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2728",889,"constraintViolated(o, ""Index '""+idx+""' must be non-negative."");","// removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2729",892,"final int maxminus1 =  max_locals()-1;","final int maxminus1 =  max_locals()+1;","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2730",893,"if (idx > maxminus1) {","if (idx >= maxminus1) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2731",893,"if (idx > maxminus1) {","if (false) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2732",893,"if (idx > maxminus1) {","if (true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2733",894,"constraintViolated(o, ""Index '""+idx+""' must not be greater than max_locals-1 '""+maxminus1+""'."");","// removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2734",663,"indexValid(o, o.getIndex());","indexValid(o, o.getIndex());  // removed call to indexValid()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2735",664,"if (    (o instanceof INVOKEVIRTUAL)    ||","if (    (false)    ||","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2736",664,"if (    (o instanceof INVOKEVIRTUAL)    ||","if (    (true)    ||","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2737",664,"if (    (o instanceof INVOKEVIRTUAL)    ||","if (false)    ||","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2738",664,"if (    (o instanceof INVOKEVIRTUAL)    ||","if (true)    ||","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2739",664,"if (    (o instanceof INVOKEVIRTUAL)    ||","if (false)    ||","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2740",664,"if (    (o instanceof INVOKEVIRTUAL)    ||","if (true)    ||","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2741",668,"if (! (c instanceof ConstantMethodref)) {","if (! (false)) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2742",668,"if (! (c instanceof ConstantMethodref)) {","if (! (true)) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2743",669,"constraintViolated(o, ""Indexing a constant that's not a CONSTANT_Methodref but a '""+c+""'."");","// removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2744",675,"if (cutf8.getBytes().equals(Const.CONSTRUCTOR_NAME) && (!(o instanceof INVOKESPECIAL)) ) {","if (false && (!(o instanceof INVOKESPECIAL)) ) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2745",675,"if (cutf8.getBytes().equals(Const.CONSTRUCTOR_NAME) && (!(o instanceof INVOKESPECIAL)) ) {","if (true && (!(o instanceof INVOKESPECIAL)) ) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2746",675,"if (cutf8.getBytes().equals(Const.CONSTRUCTOR_NAME) && (!(o instanceof INVOKESPECIAL)) ) {","if (cutf8.getBytes().equals(Const.CONSTRUCTOR_NAME) && (!(false)) ) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2747",675,"if (cutf8.getBytes().equals(Const.CONSTRUCTOR_NAME) && (!(o instanceof INVOKESPECIAL)) ) {","if (cutf8.getBytes().equals(Const.CONSTRUCTOR_NAME) && (!(true)) ) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2748",676,"constraintViolated(o, ""Only INVOKESPECIAL is allowed to invoke instance initialization methods."");","// removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2749",678,"if ( (! (cutf8.getBytes().equals(Const.CONSTRUCTOR_NAME)) ) && (cutf8.getBytes().startsWith(""<"")) ) {","if ( (! (false) ) && (cutf8.getBytes().startsWith(""<"")) ) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2750",678,"if ( (! (cutf8.getBytes().equals(Const.CONSTRUCTOR_NAME)) ) && (cutf8.getBytes().startsWith(""<"")) ) {","if ( (! (true) ) && (cutf8.getBytes().startsWith(""<"")) ) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2751",678,"if ( (! (cutf8.getBytes().equals(Const.CONSTRUCTOR_NAME)) ) && (cutf8.getBytes().startsWith(""<"")) ) {","if (false) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2752",678,"if ( (! (cutf8.getBytes().equals(Const.CONSTRUCTOR_NAME)) ) && (cutf8.getBytes().startsWith(""<"")) ) {","if (true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2753",679,"constraintViolated(o,","constraintViolated(o,  // removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2754",687,"if (! (c instanceof ConstantInterfaceMethodref)) {","if (! (false)) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2755",687,"if (! (c instanceof ConstantInterfaceMethodref)) {","if (! (true)) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2756",688,"constraintViolated(o, ""Indexing a constant that's not a CONSTANT_InterfaceMethodref but a '""+c+""'."");","// removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2757",699,"if (name.equals(Const.CONSTRUCTOR_NAME)) {","if (false) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2758",699,"if (name.equals(Const.CONSTRUCTOR_NAME)) {","if (true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2759",700,"constraintViolated(o, ""Method to invoke must not be '""+Const.CONSTRUCTOR_NAME+""'."");","// removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2760",702,"if (name.equals(Const.STATIC_INITIALIZER_NAME)) {","if (false) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2761",702,"if (name.equals(Const.STATIC_INITIALIZER_NAME)) {","if (true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2762",703,"constraintViolated(o, ""Method to invoke must not be '""+Const.STATIC_INITIALIZER_NAME+""'."");","// removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2763",710,"if (t instanceof ArrayType) {","if (false) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2764",710,"if (t instanceof ArrayType) {","if (true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2765",713,"if (t instanceof ObjectType) {","if (false) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2766",713,"if (t instanceof ObjectType) {","if (true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2767",716,"if (vr.getStatus() != VerificationResult.VERIFIED_OK) {","if (false) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2768",716,"if (vr.getStatus() != VerificationResult.VERIFIED_OK) {","if (true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2769",717,"constraintViolated(o, ""Return type class/interface could not be verified successfully: '""+vr.getMessage()+""'."");","constraintViolated(o, ""Return type class/interface could not be verified successfully: '""+vr.getMessage()+""'."");  // removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2770",724,"if (t instanceof ArrayType) {","if (false) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2771",724,"if (t instanceof ArrayType) {","if (true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2772",727,"if (t instanceof ObjectType) {","if (false) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2773",727,"if (t instanceof ObjectType) {","if (true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2774",730,"if (vr.getStatus() != VerificationResult.VERIFIED_OK) {","if (false) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2775",730,"if (vr.getStatus() != VerificationResult.VERIFIED_OK) {","if (true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2776",731,"constraintViolated(o,","constraintViolated(o,  // removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2777",543,"indexValid(ldc, ldc.getIndex());","indexValid(ldc, ldc.getIndex());  // removed call to indexValid()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2778",545,"if (c instanceof ConstantClass) {","if (false) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2779",545,"if (c instanceof ConstantClass) {","if (true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2780",546,"addMessage(""Operand of LDC or LDC_W is CONSTANT_Class '""+c+""' - this is only supported in JDK 1.5 and higher."");","// removed call to addMessage()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2781",549,"if (! ( (c instanceof ConstantInteger)    ||","if (! ( (false)    ||","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2782",549,"if (! ( (c instanceof ConstantInteger)    ||","if (! ( (true)    ||","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2783",549,"if (! ( (c instanceof ConstantInteger)    ||","if (false)    ||","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2784",549,"if (! ( (c instanceof ConstantInteger)    ||","if (true)    ||","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2785",549,"if (! ( (c instanceof ConstantInteger)    ||","if (false)    ||","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2786",549,"if (! ( (c instanceof ConstantInteger)    ||","if (true)    ||","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2787",552,"constraintViolated(ldc,","constraintViolated(ldc,  // removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2788",562,"indexValid(o, o.getIndex());","indexValid(o, o.getIndex());  // removed call to indexValid()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2789",564,"if (! ( (c instanceof ConstantLong)    ||","if (! ( (false)    ||","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2790",564,"if (! ( (c instanceof ConstantLong)    ||","if (! ( (true)    ||","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2791",564,"if (! ( (c instanceof ConstantLong)    ||","if (false)    ||","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2792",564,"if (! ( (c instanceof ConstantLong)    ||","if (true)    ||","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2793",566,"constraintViolated(o, ""Operand of LDC2_W must be CONSTANT_Long or CONSTANT_Double, but is '""+c+""'."");","// removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2794",569,"indexValid(o, o.getIndex()+1);","indexValid(o, o.getIndex()-1);","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2795",569,"indexValid(o, o.getIndex()+1);","indexValid(o, o.getIndex()+1);  // removed call to indexValid()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2796",963,"if (idx < 0) {","if (idx <= 0) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2797",963,"if (idx < 0) {","if (false) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2798",963,"if (idx < 0) {","if (true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2799",964,"constraintViolated(o, ""Index '""+idx+""' must be non-negative.""+","constraintViolated(o, ""Index '""+idx+""' must be non-negative.""+  // removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2800",968,"final int maxminus2 =  max_locals()-2;","final int maxminus2 =  max_locals()+2;","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2801",969,"if (idx > maxminus2) {","if (idx >= maxminus2) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2802",969,"if (idx > maxminus2) {","if (false) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2803",969,"if (idx > maxminus2) {","if (true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2804",970,"constraintViolated(o, ""Index '""+idx+""' must not be greater than max_locals-2 '""+maxminus2+""'."");","// removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2805",1028,"for (int i=0; i<matchs.length; i++) {","for (int i=0; i<=matchs.length; i++) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2806",1028,"for (int i=0; i<matchs.length; i++) {","for (int i=0; false; i++) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2807",1028,"for (int i=0; i<matchs.length; i++) {","for (int i=0; true; i++) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2808",1029,"if (matchs[i] == max && i != 0) {","if (false && i != 0) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2809",1029,"if (matchs[i] == max && i != 0) {","if (true && i != 0) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2810",1029,"if (matchs[i] == max && i != 0) {","if (matchs[i] == max && false) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2811",1029,"if (matchs[i] == max && i != 0) {","if (matchs[i] == max && true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2812",1030,"constraintViolated(o, ""Match '""+matchs[i]+""' occurs more than once."");","// removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2813",1032,"if (matchs[i] < max) {","if (matchs[i] <= max) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2814",1032,"if (matchs[i] < max) {","if (false) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2815",1032,"if (matchs[i] < max) {","if (true) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2816",1033,"constraintViolated(o, ""Lookup table must be sorted but isn't."");","// removed call to constraintViolated()","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
"bcel_2817",995,"if (idx < 0) {","if (idx <= 0) {","org/apache/bcel/verifier/statics/Pass3aVerifier.java"
